,Threat Intensity,Threat Gradient x_1,Threat Gradient x_2
0,1.5366198472495634,0.2883643707866179,0.2883643707866179
1,1.677791715081693,0.3006198326168079,0.27552314217629226
2,1.8121429894258556,0.3132960652118817,0.26098379512238856
3,1.9387755102040816,0.3262689586306129,0.24454984693007153
4,2.056692836355927,0.33936061504863324,0.22603183888779532
5,2.164807349091877,0.35233025506696025,0.2052647422157592
6,2.2619575785716863,0.36486877084381364,0.1821314264183269
7,2.346938775510204,0.3766004701203154,0.15659127027045283
8,2.418548848842139,0.3870960404113917,0.12871084145857514
9,2.475649616968779,0.3958999618642767,0.09869093470960788
10,2.517239783551747,0.4025727654014202,0.06688210164503872
11,2.5425317186138177,0.40674363126898694,0.033780624611518206
12,2.5510204081632653,0.40816326530612246,0.0
13,2.5425317186138177,0.40674363126898694,-0.033780624611518206
14,2.517239783551747,0.4025727654014202,-0.06688210164503872
15,2.475649616968779,0.3958999618642767,-0.09869093470960788
16,2.418548848842139,0.3870960404113917,-0.12871084145857514
17,2.346938775510204,0.3766004701203154,-0.15659127027045283
18,2.2619575785716863,0.36486877084381364,-0.1821314264183269
19,2.164807349091877,0.35233025506696025,-0.2052647422157592
20,2.056692836355927,0.33936061504863324,-0.22603183888779532
21,1.9387755102040816,0.3262689586306129,-0.24454984693007153
22,1.8121429894258556,0.3132960652118817,-0.26098379512238856
23,1.677791715081693,0.3006198326168079,-0.27552314217629226
24,1.5366198472495634,0.2883643707866179,-0.2883643707866179
25,1.677791715081693,0.27552314217629226,0.3006198326168079
26,1.8252348599787664,0.28831670383289754,0.28831670383289754
27,1.9661084189145905,0.3017068832821135,0.2742201597045204
28,2.099455019683287,0.31558692916863085,0.2580812731802167
29,2.224189692094807,0.32978706673270564,0.23964603941767315
30,2.33910105910096,0.34405885177879636,0.21867478012117925
31,2.4428644722159865,0.35806205618533404,0.1949711911858616
32,2.5340722502868216,0.37135920663286814,0.16842126029021243
33,2.611285732506199,0.38342469926622647,0.1390391270618765
34,2.673111377348698,0.3936755852943743,0.10701224963687306
35,2.718297982143072,0.4015277619205859,0.07273331302124886
36,2.745844690369947,0.406473256667633,0.036804058673254314
37,2.7551020408163263,0.40816326530612246,0.0
38,2.745844690369947,0.406473256667633,-0.036804058673254314
39,2.718297982143072,0.4015277619205859,-0.07273331302124886
40,2.673111377348698,0.3936755852943743,-0.10701224963687306
41,2.611285732506199,0.38342469926622647,-0.1390391270618765
42,2.5340722502868216,0.37135920663286814,-0.16842126029021243
43,2.4428644722159865,0.35806205618533404,-0.1949711911858616
44,2.33910105910096,0.34405885177879636,-0.21867478012117925
45,2.224189692094807,0.32978706673270564,-0.23964603941767315
46,2.099455019683287,0.31558692916863085,-0.2580812731802167
47,1.9661084189145905,0.3017068832821135,-0.2742201597045204
48,1.8252348599787664,0.28831670383289754,-0.28831670383289754
49,1.677791715081693,0.27552314217629226,-0.3006198326168079
50,1.8121429894258556,0.26098379512238856,0.3132960652118817
51,1.9661084189145905,0.2742201597045204,0.3017068832821135
52,2.113849872707969,0.2882540204581219,0.2882540204581219
53,2.2543624393727124,0.30300986575388533,0.2726300303806637
54,2.386479903088633,0.31834202651901045,0.25450376149796083
55,2.5088662008706732,0.3340103182477381,0.2335397316683876
56,2.6200196347570204,0.34965515505095857,0.2094317812723987
57,2.718297982143072,0.3647787413484842,0.18195391335134525
58,2.8019735481083656,0.3787432875354124,0.1510272201200813
59,2.8693252022631532,0.3908002592829063,0.11679399736396734
60,2.918767545472333,0.4001623326951145,0.07967977301829743
61,2.9490049752814507,0.4061175263367027,0.04041612799705474
62,2.9591836734693877,0.4081632653061229,0.0
63,2.9490049752814507,0.4061175263367027,-0.04041612799705474
64,2.918767545472333,0.4001623326951145,-0.07967977301829743
65,2.8693252022631532,0.3908002592829063,-0.11679399736396734
66,2.8019735481083656,0.3787432875354124,-0.1510272201200813
67,2.718297982143072,0.3647787413484842,-0.18195391335134525
68,2.6200196347570204,0.34965515505095857,-0.2094317812723987
69,2.5088662008706732,0.3340103182477381,-0.2335397316683876
70,2.386479903088633,0.31834202651901045,-0.25450376149796083
71,2.2543624393727124,0.30300986575388533,-0.2726300303806637
72,2.113849872707969,0.2882540204581219,-0.2882540204581219
73,1.9661084189145905,0.2742201597045204,-0.3017068832821135
74,1.8121429894258556,0.26098379512238856,-0.3132960652118817
75,1.9387755102040816,0.24454984693007153,0.3262689586306129
76,2.099455019683287,0.2580812731802167,0.31558692916863085
77,2.2543624393727124,0.2726300303806637,0.30300986575388533
78,2.402464885437172,0.28816927924110525,0.28816927924110525
79,2.5425317186138177,0.3045999950777425,0.2706464919115259
80,2.673111377348698,0.3217162863263372,0.24998790865312737
81,2.792519627266945,0.33916403871236733,0.22573961428660771
82,2.898850991635306,0.3563997460086421,0.19750939277466628
83,2.9900290200416113,0.3726648376060915,0.16506064499629858
84,3.0639116366316044,0.38700056399857496,0.1284312947965751
85,3.1184603148381864,0.3983321991735198,0.08805058007504529
86,3.1519622167066497,0.40563630057598843,0.04480499128426274
87,3.163265306122449,0.4081632653061229,0.0
88,3.1519622167066497,0.40563630057598843,-0.04480499128426274
89,3.1184603148381864,0.3983321991735198,-0.08805058007504529
90,3.0639116366316044,0.38700056399857496,-0.1284312947965751
91,2.9900290200416113,0.3726648376060915,-0.16506064499629858
92,2.898850991635306,0.3563997460086421,-0.19750939277466628
93,2.792519627266945,0.33916403871236733,-0.22573961428660771
94,2.673111377348698,0.3217162863263372,-0.24998790865312737
95,2.5425317186138177,0.3045999950777425,-0.2706464919115259
96,2.402464885437172,0.28816927924110525,-0.28816927924110525
97,2.2543624393727124,0.2726300303806637,-0.30300986575388533
98,2.099455019683287,0.2580812731802167,-0.31558692916863085
99,1.9387755102040816,0.24454984693007153,-0.3262689586306129
100,2.056692836355927,0.22603183888779532,0.33936061504863324
101,2.224189692094807,0.23964603941767315,0.32978706673270564
102,2.386479903088633,0.25450376149796083,0.31834202651901045
103,2.5425317186138177,0.2706464919115259,0.3045999950777425
104,2.6910798981663753,0.2880507685831928,0.2880507685831928
105,2.8305824871970104,0.3065835335468803,0.26810377530301244
106,2.9591836734693877,0.3259406875712414,0.2441152409547036
107,3.074697728151714,0.3455724232539539,0.2154547122450694
108,3.174638385714457,0.3646122558158278,0.18162803811001416
109,3.256325766261728,0.3818489540084147,0.14246135893139567
110,3.3170997446458528,0.3958029730637489,0.09831550959571089
111,3.354641275857439,0.4049627196473349,0.050247194129657835
112,3.3673469387755106,0.40816326530612246,0.0
113,3.354641275857439,0.4049627196473349,-0.050247194129657835
114,3.3170997446458528,0.3958029730637489,-0.09831550959571089
115,3.256325766261728,0.3818489540084147,-0.14246135893139567
116,3.174638385714457,0.3646122558158278,-0.18162803811001416
117,3.074697728151714,0.3455724232539539,-0.2154547122450694
118,2.9591836734693877,0.3259406875712414,-0.2441152409547036
119,2.8305824871970104,0.3065835335468803,-0.26810377530301244
120,2.6910798981663753,0.2880507685831928,-0.2880507685831928
121,2.5425317186138177,0.2706464919115259,-0.3045999950777425
122,2.386479903088633,0.25450376149796083,-0.31834202651901045
123,2.224189692094807,0.23964603941767315,-0.32978706673270564
124,2.056692836355927,0.22603183888779532,-0.33936061504863324
125,2.164807349091877,0.2052647422157592,0.35233025506696025
126,2.33910105910096,0.21867478012117925,0.34405885177879636
127,2.5088662008706732,0.2335397316683876,0.3340103182477381
128,2.673111377348698,0.24998790865312737,0.3217162863263372
129,2.8305824871970104,0.26810377530301244,0.3065835335468803
130,2.9796949108955784,0.287877827641176,0.287877827641176
131,3.1184603148381864,0.30912625015539374,0.2647285039936813
132,3.2444234148892597,0.33137376656121376,0.23618096101925268
133,3.354641275857439,0.35370803246350624,0.20133717575075938
134,3.445760590640019,0.37465302302411496,0.15962201204449622
135,3.5142632879019353,0.3921746797752168,0.1111643457139655
136,3.5569249363539845,0.4039786159184344,0.0571652835266363
137,3.5714285714285716,0.40816326530612157,0.0
138,3.5569249363539845,0.4039786159184344,-0.0571652835266363
139,3.5142632879019353,0.3921746797752168,-0.1111643457139655
140,3.445760590640019,0.37465302302411496,-0.15962201204449622
141,3.354641275857439,0.35370803246350624,-0.20133717575075938
142,3.2444234148892597,0.33137376656121376,-0.23618096101925268
143,3.1184603148381864,0.30912625015539374,-0.2647285039936813
144,2.9796949108955784,0.287877827641176,-0.287877827641176
145,2.8305824871970104,0.26810377530301244,-0.3065835335468803
146,2.673111377348698,0.24998790865312737,-0.3217162863263372
147,2.5088662008706732,0.2335397316683876,-0.3340103182477381
148,2.33910105910096,0.21867478012117925,-0.34405885177879636
149,2.164807349091877,0.2052647422157592,-0.35233025506696025
150,2.2619575785716863,0.1821314264183269,0.36486877084381364
151,2.4428644722159865,0.1949711911858616,0.35806205618533404
152,2.6200196347570204,0.2094317812723987,0.34965515505095857
153,2.792519627266945,0.22573961428660771,0.33916403871236733
154,2.9591836734693877,0.2441152409547036,0.3259406875712414
155,3.1184603148381864,0.2647285039936813,0.30912625015539374
156,3.2683099236247815,0.2876111798747414,0.2876111798747414
157,3.406071494712928,0.3125015214647249,0.2600364945531819
158,3.5283464181779634,0.3385986756868773,0.22490729457291536
159,3.630978789285843,0.36424922673849114,0.18092800624310623
160,3.7092744244210696,0.3867234861522473,0.12764110249003036
161,3.7586198917758735,0.40245883638218194,0.0662357796605626
162,3.775510204081632,0.40816326530612246,0.0
163,3.7586198917758735,0.40245883638218194,-0.0662357796605626
164,3.7092744244210696,0.3867234861522473,-0.12764110249003036
165,3.630978789285843,0.36424922673849114,-0.18092800624310623
166,3.5283464181779634,0.3385986756868773,-0.22490729457291536
167,3.406071494712928,0.3125015214647249,-0.2600364945531819
168,3.2683099236247815,0.2876111798747414,-0.2876111798747414
169,3.1184603148381864,0.2647285039936813,-0.30912625015539374
170,2.9591836734693877,0.2441152409547036,-0.3259406875712414
171,2.792519627266945,0.22573961428660771,-0.33916403871236733
172,2.6200196347570204,0.2094317812723987,-0.34965515505095857
173,2.4428644722159865,0.1949711911858616,-0.35806205618533404
174,2.2619575785716863,0.1821314264183269,-0.36486877084381364
175,2.346938775510204,0.15659127027045283,0.3766004701203154
176,2.5340722502868216,0.16842126029021243,0.37135920663286814
177,2.718297982143072,0.18195391335134525,0.3647787413484842
178,2.898850991635306,0.19750939277466628,0.3563997460086421
179,3.074697728151714,0.2154547122450694,0.3455724232539539
180,3.2444234148892597,0.23618096101925268,0.33137376656121376
181,3.406071494712928,0.2600364945531819,0.3125015214647249
182,3.5569249363539845,0.2871684568313886,0.2871684568313886
183,3.6932399515443164,0.3171935309052243,0.25308488102452564
184,3.81000981737851,0.3486130474488509,0.2077468225098662
185,3.9009867740541826,0.3780447684361583,0.1493739553576563
186,3.9593837727361665,0.3999299805470531,0.07860506268051148
187,3.979591836734694,0.4081632653061229,0.0
188,3.9593837727361665,0.3999299805470531,-0.07860506268051148
189,3.9009867740541826,0.3780447684361583,-0.1493739553576563
190,3.81000981737851,0.3486130474488509,-0.2077468225098662
191,3.6932399515443164,0.3171935309052243,-0.25308488102452564
192,3.5569249363539845,0.2871684568313886,-0.2871684568313886
193,3.406071494712928,0.2600364945531819,-0.3125015214647249
194,3.2444234148892597,0.23618096101925268,-0.33137376656121376
195,3.074697728151714,0.2154547122450694,-0.3455724232539539
196,2.898850991635306,0.19750939277466628,-0.3563997460086421
197,2.718297982143072,0.18195391335134525,-0.3647787413484842
198,2.5340722502868216,0.16842126029021243,-0.37135920663286814
199,2.346938775510204,0.15659127027045283,-0.3766004701203154
200,2.418548848842139,0.12871084145857514,0.3870960404113917
201,2.611285732506199,0.1390391270618765,0.38342469926622647
202,2.8019735481083656,0.1510272201200813,0.3787432875354124
203,2.9900290200416113,0.16506064499629858,0.3726648376060915
204,3.174638385714457,0.18162803811001416,0.3646122558158278
205,3.354641275857439,0.20133717575075938,0.35370803246350624
206,3.5283464181779634,0.22490729457291536,0.3385986756868773
207,3.6932399515443164,0.25308488102452564,0.3171935309052243
208,3.8455399490831876,0.2863518851903777,0.2863518851903777
209,3.979591836734694,0.3241451444338801,0.24177924377404025
210,4.087319192857228,0.3631864350347995,0.17895803558823253
211,4.158549872322927,0.3952534394743683,0.0963542765305272
212,4.183673469387755,0.408163265306122,0.0
213,4.158549872322927,0.3952534394743683,-0.0963542765305272
214,4.087319192857228,0.3631864350347995,-0.17895803558823253
215,3.979591836734694,0.3241451444338801,-0.24177924377404025
216,3.8455399490831876,0.2863518851903777,-0.2863518851903777
217,3.6932399515443164,0.25308488102452564,-0.3171935309052243
218,3.5283464181779634,0.22490729457291536,-0.3385986756868773
219,3.354641275857439,0.20133717575075938,-0.35370803246350624
220,3.174638385714457,0.18162803811001416,-0.3646122558158278
221,2.9900290200416113,0.16506064499629858,-0.3726648376060915
222,2.8019735481083656,0.1510272201200813,-0.3787432875354124
223,2.611285732506199,0.1390391270618765,-0.38342469926622647
224,2.418548848842139,0.12871084145857514,-0.3870960404113917
225,2.475649616968779,0.09869093470960788,0.3958999618642767
226,2.673111377348698,0.10701224963687306,0.3936755852943743
227,2.8693252022631532,0.11679399736396734,0.3908002592829063
228,3.0639116366316044,0.1284312947965751,0.38700056399857496
229,3.256325766261728,0.14246135893139567,0.3818489540084147
230,3.445760590640019,0.15962201204449622,0.37465302302411496
231,3.630978789285843,0.18092800624310623,0.36424922673849114
232,3.81000981737851,0.2077468225098662,0.3486130474488509
233,3.979591836734694,0.24177924377404025,0.3241451444338801
234,4.13415496181239,0.28458137235428804,0.28458137235428804
235,4.264173209088982,0.33545078168436593,0.2204822503981445
236,4.354637212210535,0.38510972410568733,0.12358189295183397
237,4.387755102040816,0.4081632653061229,0.0
238,4.354637212210535,0.38510972410568733,-0.12358189295183397
239,4.264173209088982,0.33545078168436593,-0.2204822503981445
240,4.13415496181239,0.28458137235428804,-0.28458137235428804
241,3.979591836734694,0.24177924377404025,-0.3241451444338801
242,3.81000981737851,0.2077468225098662,-0.3486130474488509
243,3.630978789285843,0.18092800624310623,-0.36424922673849114
244,3.445760590640019,0.15962201204449622,-0.37465302302411496
245,3.256325766261728,0.14246135893139567,-0.3818489540084147
246,3.0639116366316044,0.1284312947965751,-0.38700056399857496
247,2.8693252022631532,0.11679399736396734,-0.3908002592829063
248,2.673111377348698,0.10701224963687306,-0.3936755852943743
249,2.475649616968779,0.09869093470960788,-0.3958999618642767
250,2.517239783551747,0.06688210164503872,0.4025727654014202
251,2.718297982143072,0.07273331302124886,0.4015277619205859
252,2.918767545472333,0.07967977301829743,0.4001623326951145
253,3.1184603148381864,0.08805058007504529,0.3983321991735198
254,3.3170997446458528,0.09831550959571089,0.3958029730637489
255,3.5142632879019353,0.1111643457139655,0.3921746797752168
256,3.7092744244210696,0.12764110249003036,0.3867234861522473
257,3.9009867740541826,0.1493739553576563,0.3780447684361583
258,4.087319192857228,0.17895803558823253,0.3631864350347995
259,4.264173209088982,0.2204822503981445,0.33545078168436593
260,4.422769974541594,0.2794863873396318,0.2794863873396318
261,4.543659596428614,0.35674777506026256,0.16906676015228417
262,4.591836734693878,0.4081632653061229,0.0
263,4.543659596428614,0.35674777506026256,-0.16906676015228417
264,4.422769974541594,0.2794863873396318,-0.2794863873396318
265,4.264173209088982,0.2204822503981445,-0.33545078168436593
266,4.087319192857228,0.17895803558823253,-0.3631864350347995
267,3.9009867740541826,0.1493739553576563,-0.3780447684361583
268,3.7092744244210696,0.12764110249003036,-0.3867234861522473
269,3.5142632879019353,0.1111643457139655,-0.3921746797752168
270,3.3170997446458528,0.09831550959571089,-0.3958029730637489
271,3.1184603148381864,0.08805058007504529,-0.3983321991735198
272,2.918767545472333,0.07967977301829743,-0.4001623326951145
273,2.718297982143072,0.07273331302124886,-0.4015277619205859
274,2.517239783551747,0.06688210164503872,-0.4025727654014202
275,2.5425317186138177,0.033780624611518206,0.40674363126898694
276,2.745844690369947,0.036804058673254314,0.406473256667633
277,2.9490049752814507,0.04041612799705474,0.4061175263367027
278,3.1519622167066497,0.04480499128426274,0.40563630057598843
279,3.354641275857439,0.050247194129657835,0.4049627196473349
280,3.5569249363539845,0.0571652835266363,0.4039786159184344
281,3.7586198917758735,0.0662357796605626,0.40245883638218194
282,3.9593837727361665,0.07860506268051148,0.3999299805470531
283,4.158549872322927,0.0963542765305272,0.3952534394743683
284,4.354637212210535,0.12358189295183397,0.38510972410568733
285,4.543659596428614,0.16906676015228417,0.35674777506026256
286,4.711384987270797,0.25225877091832505,0.25225877091832505
287,4.795918367346939,0.408163265306122,0.0
288,4.711384987270797,0.25225877091832505,-0.25225877091832505
289,4.543659596428614,0.16906676015228417,-0.35674777506026256
290,4.354637212210535,0.12358189295183397,-0.38510972410568733
291,4.158549872322927,0.0963542765305272,-0.3952534394743683
292,3.9593837727361665,0.07860506268051148,-0.3999299805470531
293,3.7586198917758735,0.0662357796605626,-0.40245883638218194
294,3.5569249363539845,0.0571652835266363,-0.4039786159184344
295,3.354641275857439,0.050247194129657835,-0.4049627196473349
296,3.1519622167066497,0.04480499128426274,-0.40563630057598843
297,2.9490049752814507,0.04041612799705474,-0.4061175263367027
298,2.745844690369947,0.036804058673254314,-0.406473256667633
299,2.5425317186138177,0.033780624611518206,-0.40674363126898694
300,2.5510204081632653,0.0,0.40816326530612246
301,2.7551020408163263,0.0,0.40816326530612246
302,2.9591836734693877,0.0,0.4081632653061229
303,3.163265306122449,0.0,0.4081632653061229
304,3.3673469387755106,0.0,0.40816326530612246
305,3.5714285714285716,0.0,0.40816326530612157
306,3.775510204081632,0.0,0.40816326530612246
307,3.979591836734694,0.0,0.4081632653061229
308,4.183673469387755,0.0,0.408163265306122
309,4.387755102040816,0.0,0.4081632653061229
310,4.591836734693878,0.0,0.4081632653061229
311,4.795918367346939,0.0,0.408163265306122
312,5.0,0.0,0.0
313,4.795918367346939,0.0,-0.408163265306122
314,4.591836734693878,0.0,-0.4081632653061229
315,4.387755102040816,0.0,-0.4081632653061229
